X,Y,OBJECTID,Count_,Int_Number,Location,Dist
-71.141344048065122,42.34586795944282,818,415,470,Commonwealth Ave & Summit Ave,AB
-71.109042273373348,42.348912853271848,819,293,8000,Carlton St & Mountfort St,BROOKLINE
-71.068508717753247,42.354463060911556,820,334,624,Charles St @ Center Gate (Boston Common),BP
-71.098549466822334,42.324121236686771,821,396,4125,Columbus Ave @ Jackson Sq MBTA Busway,RX
-71.099665266057883,42.322725128827031,822,306,3067,Centre St @ Jackson Sq MBTA Station,RX
-71.084580518304662,42.334765540572597,823,675,2087,Kerr Way & Melnea Cass Blvd,RX
-71.086533167696743,42.344900542509045,824,710,132,Massachusetts Ave @ #216,BP
-71.040785395867275,42.3475014391081,826,476,3129,D St & MBTA Silver Line Transitway,SB
-71.041514956920409,42.346835366433432,827,478,4116,D St & Ramp DB,SB
-71.075868701277443,42.347076805771763,828,492,2302,Dartmouth St @ MBTA Back Bay Station,BP
-71.046536053897952,42.347758735526682,829,203,9062,"Boston Haul Rd, Mass Haul Rd, & Ramp CT-S",SB
-71.065847964459081,42.335895290340908,830,601,9993,"Frontage Rd SB, Ramp A2, & Ramp I",SB
-71.125242815521773,42.252089665524153,831,670,3065,Hyde Park Ave @ Blake Estates/Shaw's Market,HP
-71.044645920537874,42.344084464435554,832,484,3130,D St @ Mid-block Ped Crossing,SB
-71.082465310566292,42.30749550410151,833,845,1429,Washington St @ Ladder #23,DO
-71.096254244722473,42.337438987688039,834,659,3097,Huntington Ave @ Engine #37,RX
-71.127384148571181,42.275009570682741,835,779,1901,Poplar St @ Conley School,WR
-71.07123459149372,42.349095983125096,836,395,405,Columbus Ave @ Engine #7,BP
-71.000059471735923,42.384275894378355,837,802,1811,Saratoga St @ #1158,EB
-71.099589191188144,42.348157783247494,838,134,1340,Beacon St @ #712,BP
-71.043514230331908,42.351864826527091,839,,4130,Northern Ave & Pier Four Blvd. ,
-71.103790604266095,42.343148668412518,840,,9022,Riverway & Riverway Connector,RX
,,841,,,,RX
-71.12933470331528,42.296506865162165,842,,531,Bussey Street & Walter Street,WR
-71.035578411664616,42.341047639759346,843,,2412,Summer St & Fed Ex Driveway/Thomas Butler Freight Corridor,SB
