X,Y,ObjectID,Type
-71.0760443807948,42.35315925057316,1,LIGHT
-71.07538171240694,42.353347768071195,2,LIGHT
-71.07477488057383,42.35352052068278,3,LIGHT
-71.07440373484715,42.3535558201314,4,LIGHT
-71.07362079549182,42.35381056415504,5,LIGHT
-71.07325501418602,42.3539109113942,6,LIGHT
-71.07292162030087,42.354000153832814,7,LIGHT
-71.0724038233387,42.35414092034717,8,LIGHT
-71.07866370176541,42.35492688534045,9,LIGHT
-71.07921632936232,42.35482231438127,10,LIGHT
-71.07788136735387,42.354936210772486,11,LIGHT
-71.07830036903032,42.35482384868488,12,LIGHT
-71.0787153620535,42.3547115433116,13,LIGHT
-71.07868287082087,42.35440771763967,14,LIGHT
-71.07832715189859,42.35458708141286,15,LIGHT
-71.07837408117462,42.354682161188286,16,LIGHT
-71.07815584563978,42.35474356821135,17,LIGHT
-71.0781074115781,42.354645750445385,18,LIGHT
-71.07788798546109,42.354705475352354,19,LIGHT
-71.07793581226376,42.35480202877476,20,LIGHT
-71.07771889930284,42.35485938041514,21,LIGHT
-71.07767367685199,42.354763851094226,22,LIGHT
-71.07965622854367,42.35357198839011,23,LIGHT
-71.0796414053167,42.35342646616954,24,LIGHT
-71.07931457118582,42.353513015104696,25,LIGHT
-71.07931637081319,42.35366294076086,26,LIGHT
-71.07919458292545,42.35346496783236,27,LIGHT
-71.07935464981767,42.35422523652642,28,LIGHT
-71.07948826708179,42.35449952149506,29,LIGHT
-71.07936017823758,42.35450881129006,30,LIGHT
-71.07970944130449,42.354644605163195,31,LIGHT
-71.0796452679207,42.346008121897604,32,LIGHT
-71.07957350449591,42.34598177176074,33,LIGHT
-71.0794690847632,42.3459141182904,34,LIGHT
-71.07943409686625,42.34586572026575,35,LIGHT
-71.07954674216921,42.34580594590718,36,LIGHT
-71.07971689385242,42.34586241938715,37,LIGHT
-71.07926475848626,42.345754320724595,38,LIGHT
-71.07961295357629,42.34579403135921,39,LIGHT
-71.07978038334687,42.34565603261844,40,LIGHT
-71.0791201129774,42.345733645520305,41,LIGHT
-71.07905502539279,42.3457838650238,42,LIGHT
-71.07933175884462,42.34556240393062,43,LIGHT
-71.07940695729106,42.34549895545095,44,LIGHT
-71.07971352609387,42.34505683652972,45,LIGHT
-71.07950820654015,42.34488940845247,46,LIGHT
-71.07980853724544,42.3449827701341,47,LIGHT
-71.07958547710398,42.34483249994838,48,LIGHT
-71.07975718882284,42.345944496838364,49,LIGHT
-71.07936020912624,42.34567919036736,50,LIGHT
-71.07950007594295,42.344761478704626,51,LIGHT
-71.07939202472664,42.34485156826443,52,LIGHT
-71.07903886813722,42.34746121260283,53,LIGHT
-71.07922973868044,42.34730362013082,54,LIGHT
-71.07935237146685,42.34720150578617,55,LIGHT
-71.07946305334657,42.34711211193871,56,LIGHT
-71.07978523851767,42.34709155408269,57,LIGHT
-71.07918898155198,42.346584431316266,58,LIGHT
-71.0789698297812,42.34648891475738,59,LIGHT
-71.07907064604004,42.34639647817619,60,LIGHT
-71.07921617534787,42.3462751761299,61,LIGHT
-71.0792925864338,42.346057240267086,62,LIGHT
-71.07911842246497,42.34620162282211,63,LIGHT
-71.07891891331852,42.34636475900909,64,LIGHT
-71.07845105818001,42.346207782165294,65,LIGHT
-71.07872761913697,42.34639197456211,66,LIGHT
-71.07867505599467,42.34621774473031,67,LIGHT
-71.07816525074479,42.34601687590121,68,LIGHT
-71.07811483611188,42.34586434711245,69,LIGHT
-71.07801088470114,42.34595092576594,70,LIGHT
-71.07899627411075,42.34583262400933,71,LIGHT
-71.07951920436335,42.34680478751521,72,LIGHT
-71.07839334491669,42.34603214686314,73,LIGHT
-71.07940015848538,42.34612683565246,74,LIGHT
-71.07933039042106,42.34667839454465,75,LIGHT
-71.0788041090831,42.346066021377936,76,LIGHT
-71.0789101892185,42.34590891552973,77,LIGHT
-71.07883512077035,42.34796341264806,78,LIGHT
-71.07856712017492,42.348017705022926,79,LIGHT
-71.07845333336779,42.34815991212866,80,LIGHT
-71.07740015546328,42.348927969810205,81,LIGHT
-71.07756821218248,42.34900252286307,82,LIGHT
-71.07817638650275,42.34850351280851,83,LIGHT
-71.07864310400466,42.34808145134264,84,LIGHT
-71.07872799135843,42.348095281152105,85,LIGHT
-71.07839758478646,42.34787968192624,86,LIGHT
-71.07806253695131,42.34800514201064,87,LIGHT
-71.07815777670399,42.34813129640357,88,LIGHT
-71.07807626686453,42.34837139321156,89,LIGHT
-71.07774433321582,42.34864460163987,90,LIGHT
-71.07784841112986,42.3479153082344,91,LIGHT
-71.07715198909635,42.34802350681811,92,LIGHT
-71.07736435943218,42.3479672415053,93,LIGHT
-71.07766548912765,42.34902484279925,94,LIGHT
-71.07898203516652,42.34860635640598,95,LIGHT
-71.07895986795145,42.34867936720513,96,LIGHT
-71.07917065249958,42.348642271665035,97,LIGHT
-71.07909411933134,42.34886707971397,98,LIGHT
-71.07927256816807,42.349231678272496,99,LIGHT
-71.07866604803715,42.34965185708962,100,LIGHT
-71.07903784116029,42.3495528381036,101,LIGHT
-71.078412507256,42.349720951564684,102,LIGHT
-71.07929508323383,42.34948507562102,103,LIGHT
-71.07937836820217,42.349619928834585,104,LIGHT
-71.0791165488298,42.34968932408304,105,LIGHT
-71.07888133461874,42.3497532550747,106,LIGHT
-71.07846771344387,42.34986515104455,107,LIGHT
-71.07949589658142,42.34966100953584,108,LIGHT
-71.07959671901055,42.349868581116525,109,LIGHT
-71.07975123684899,42.35017813486503,110,LIGHT
-71.07976836826805,42.35039726891236,111,LIGHT
-71.0795979301581,42.350444711563746,112,LIGHT
-71.07940941080831,42.35049344817024,113,LIGHT
-71.07964261378143,42.34954496545625,114,LIGHT
-71.07696731166688,42.3480627779853,115,LIGHT
-71.07670717313519,42.348121685543,116,LIGHT
-71.07651296590727,42.348081263988774,117,LIGHT
-71.0764148305356,42.34818109868739,118,LIGHT
-71.07621194548639,42.348076351223625,119,LIGHT
-71.07617609765568,42.34800088358535,120,LIGHT
-71.07613902947426,42.34792588138824,121,LIGHT
-71.07610297539375,42.34785296439073,122,LIGHT
-71.07602480902595,42.34770021808633,123,LIGHT
-71.07595982236964,42.347566291412136,124,LIGHT
-71.07632360422765,42.34778251943519,125,LIGHT
-71.07641378469705,42.34793830235874,126,LIGHT
-71.07654075923409,42.3483746660761,127,LIGHT
-71.0767701674285,42.34860948387424,128,LIGHT
-71.07669644749089,42.34845879358757,129,LIGHT
-71.07676570776711,42.34832525529304,130,LIGHT
-71.07698331194747,42.34825351592737,131,LIGHT
-71.076251984074,42.34763863556943,132,LIGHT
-71.07618699276509,42.34750443531749,133,LIGHT
-71.07610492431465,42.34733761481413,134,LIGHT
-71.07628695854734,42.3472670933622,135,LIGHT
-71.07640172677861,42.347171666642446,136,LIGHT
-71.07652716031735,42.34716944579571,137,LIGHT
-71.07657587846674,42.347067989453045,138,LIGHT
-71.07718205637242,42.34894127472018,139,LIGHT
-71.07746625265001,42.348707626879786,140,LIGHT
-71.07782423396559,42.34841016470292,141,LIGHT
-71.07787398820064,42.348040639907865,142,LIGHT
-71.0782903533436,42.34773302551789,143,LIGHT
-71.07815389460075,42.347845250498416,144,LIGHT
-71.07852852522642,42.34767535279698,145,LIGHT
-71.07797202312092,42.34775296854245,146,LIGHT
-71.07758335770528,42.34790145885826,147,LIGHT
-71.07795892374062,42.348945503432674,148,LIGHT
-71.078445634981,42.34881550951971,149,LIGHT
-71.07824945931259,42.348867620160696,150,LIGHT
-71.0777246725156,42.34887466016039,151,LIGHT
-71.0777246725156,42.34887466016039,152,LIGHT
-71.07954959722355,42.35034169909795,153,LIGHT
-71.07972011510881,42.350296279763704,154,LIGHT
-71.07936052107395,42.35039389970935,155,LIGHT
-71.07919120547282,42.350438405514446,156,LIGHT
-71.07837552971587,42.348338673261345,157,LIGHT
-71.07670881378455,42.346963216771336,158,LIGHT
-71.07731165782761,42.348177084036465,159,LIGHT
-71.07759139050698,42.348111143793744,160,LIGHT
-71.0793604870707,42.34903056783104,161,LIGHT
-71.07888569132359,42.34841578821685,162,LIGHT
-71.07786821468454,42.348762107893336,163,LIGHT
-71.07881633685655,42.348271873776845,164,LIGHT
-71.07951106433124,42.34933539183011,165,LIGHT
-71.07960854958344,42.34939887489774,166,LIGHT
-71.07800685910473,42.34864627931695,167,LIGHT
-71.07954182554542,42.34994431547417,168,LIGHT
-71.07949253208253,42.35270520145736,169,LIGHT
-71.07969660772505,42.35265077231742,170,LIGHT
-71.07932713046517,42.35275177533751,171,LIGHT
-71.07926442989917,42.35265207193414,172,LIGHT
-71.0794456905321,42.35260401394611,173,LIGHT
-71.07965314055463,42.35254897692346,174,LIGHT
-71.07908741362864,42.35233943559652,175,LIGHT
-71.07944502286765,42.35223884098746,176,LIGHT
-71.07974714012875,42.35216003028334,177,LIGHT
-71.07854154162462,42.3521356963857,178,LIGHT
-71.07852557183425,42.35204429164639,179,LIGHT
-71.0783364888807,42.35192015328287,180,LIGHT
-71.07872604846737,42.3519929840466,181,LIGHT
-71.07890314178938,42.35194496116132,182,LIGHT
-71.07913055102713,42.351884157980315,183,LIGHT
