X,Y,OBJECTID,METER_ID,VENDOR,PAY_POLICY,PRE_PAY,PARK_NO_PAY,GREEN_DOME,TOW_AWAY,STREET_CLEANING,DIR,BLK_NO,STREET,LOCK_,LOCK__,LONGITUDE,LATITUDE,TRAVEL_DIRECTION,FROM_INTERSECTION,TO_INTERSECTION,SPACE_NUMBER,NUMBEROFSPACES,METER_TYPE,HAS_SENSOR,G_DISTRICT,G_PASSPORT_ZONES,G_PM_ZONE,G_SUBZONE,G_ZONE,BASE_RATE,POLE_MOUNT,YOKE,HOUSING_TYPE,HOUSING_MANUFACTURER,SIDEWALKGE,COIN_SLOTLE,METER_CONDITION,PERMIT_RATE,INSTALLED_ON,PURCHASED_DATE,METER_STATE,SPACE_STATE
-71.065731592282745,42.348053670879892,2001,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,W,TREM,SHAWMUT AV,1,,-71.065731,42.348045,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0CC,CC,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
-71.065745592283662,42.34798967086725,2002,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,W,TREM,SHAWMUT AV,1,,-71.065745,42.347981,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0CC,CC,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
-71.06564559224185,42.347832670840582,2003,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,E,MARG,SHAWMUT AV,1,,-71.065645,42.347824,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,302,,0CC,CC,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
-71.065632592240917,42.347890670852053,2004,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,E,MARG,SHAWMUT AV,1,,-71.065632,42.347882,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0CC,CC,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
-71.065618592239716,42.347948670863524,2005,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,E,MARG,SHAWMUT AV,1,,-71.065618,42.34794,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0CC,CC,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
-71.065605592238725,42.348005670874791,2006,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,E,MARG,SHAWMUT AV,1,,-71.065605,42.347997,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0CC,CC,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
-71.06559259223782,42.348063670886177,2007,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,E,MARG,SHAWMUT AV,1,,-71.065592,42.348055,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0CC,CC,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
-71.065579592236801,42.348121670897648,2008,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,E,MARG,SHAWMUT AV,1,,-71.065579,42.348113,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0CC,CC,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
-71.065565592235629,42.348179670909126,2009,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,E,MARG,SHAWMUT AV,1,,-71.065565,42.348171,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0CC,CC,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
-71.065552592234667,42.348237670920589,2010,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,E,MARG,SHAWMUT AV,1,,-71.065552,42.348229,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0CC,CC,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
-71.065539592233861,42.348295670931989,2011,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,E,MARG,SHAWMUT AV,1,,-71.065539,42.348287,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0CC,CC,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
-71.065526592232914,42.348352670943264,2012,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,E,MARG,SHAWMUT AV,1,,-71.065526,42.348344,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0CC,CC,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
-71.065512592231698,42.348410670954763,2013,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,E,MARG,SHAWMUT AV,1,,-71.065512,42.348402,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0CC,CC,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
-71.065499592230708,42.348468670966149,2014,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,E,MARG,SHAWMUT AV,1,,-71.065499,42.34846,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0CC,CC,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
-71.065440592228171,42.348758671023219,2015,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,E,OAK,TREMONT ST,1,,-71.06544,42.34875,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,303,,0CC,CC,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
-71.065423592227006,42.348835671038302,2016,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,E,OAK,TREMONT ST,1,,-71.065423,42.348827,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0CC,CC,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
-71.065406592225855,42.348911671053408,2017,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,E,OAK,TREMONT ST,1,,-71.065406,42.348903,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0CC,CC,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
-71.065389592224861,42.348988671068547,2018,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,E,OAK,TREMONT ST,1,,-71.065389,42.34898,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0CC,CC,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
-71.065372592223696,42.349064671083568,2019,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,E,OAK,TREMONT ST,1,,-71.065372,42.349056,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0CC,CC,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
-71.065355592222531,42.349141671098714,2020,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,E,OAK,TREMONT ST,1,,-71.065355,42.349133,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0CC,CC,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
-71.065339592221704,42.349218671113803,2021,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,E,OAK,TREMONT ST,1,,-71.065339,42.34921,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0CC,CC,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
-71.065322592220554,42.34929467112886,2022,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,E,OAK,TREMONT ST,1,,-71.065322,42.349286,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0CC,CC,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
-71.065305592219431,42.349371671143992,2023,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,E,OAK,TREMONT ST,1,,-71.065305,42.349363,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0CC,CC,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
-71.065288592218209,42.349447671159041,2024,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,E,OAK,TREMONT ST,1,,-71.065288,42.349439,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0CC,CC,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
-71.065271592217059,42.349524671174187,2025,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,E,OAK,TREMONT ST,1,,-71.065271,42.349516,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0CC,CC,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
-71.065254592216121,42.349601671189362,2026,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,E,OAK,TREMONT ST,1,,-71.065254,42.349593,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0CC,CC,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
-71.065237592214913,42.349677671204404,2027,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,E,OAK,TREMONT ST,1,,-71.065237,42.349669,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0CC,CC,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
-71.065220592213819,42.349754671219522,2028,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,E,OAK,TREMONT ST,1,,-71.06522,42.349746,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0CC,CC,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
-71.065203592212598,42.34983067123455,2029,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,E,OAK,TREMONT ST,1,,-71.065203,42.349822,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0CC,CC,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
-71.065186592211461,42.349907671249717,2030,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,E,OAK,TREMONT ST,1,,-71.065186,42.349899,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0CC,CC,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
-71.065170592210677,42.349984671264842,2031,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,E,OAK,TREMONT ST,1,,-71.06517,42.349976,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0CC,CC,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
-71.065153592209441,42.350060671279834,2032,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,E,OAK,TREMONT ST,1,,-71.065153,42.350052,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0CC,CC,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
-71.065136592208404,42.350137671295009,2033,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,E,OAK,TREMONT ST,1,,-71.065136,42.350129,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0CC,CC,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
-71.06511959220731,42.350213671310016,2034,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,E,OAK,TREMONT ST,1,,-71.065119,42.350205,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0CC,CC,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
-71.065102592206046,42.35029067132519,2035,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,E,OAK,TREMONT ST,1,,-71.065102,42.350282,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0CC,CC,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
-71.065499592389656,42.351207671486819,2036,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,TREM,STUART ST,1,,-71.065499,42.351199,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,304,,0CC,CC,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
-71.065686592452138,42.351226671484447,2037,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,TREM,STUART ST,1,,-71.065686,42.351218,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0CC,CC,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
-71.066103592588803,42.351222671470325,2038,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,TREM,STUART ST,1,,-71.066103,42.351214,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0CC,CC,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
-71.066196592618383,42.351205671464193,2039,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,TREM,STUART ST,1,,-71.066196,42.351197,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0CC,CC,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
-71.067480593096377,42.352175671607561,2040,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,W,BOYL,CHARLES ST SOUTH,1,,-71.06748,42.352167,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,306,,0CC,CC,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
-71.067446593081144,42.352106671595543,2041,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,W,BOYL,CHARLES ST SOUTH,1,,-71.067446,42.352098,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0CC,CC,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
-71.067412593065939,42.352037671583496,2042,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,W,BOYL,CHARLES ST SOUTH,1,,-71.067412,42.352029,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0CC,CC,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
-71.067379593051072,42.35196867157147,2043,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,W,BOYL,CHARLES ST SOUTH,1,,-71.067379,42.35196,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0CC,CC,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
-71.067345593035981,42.351899671559394,2044,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,W,BOYL,CHARLES ST SOUTH,1,,-71.067345,42.351891,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0CC,CC,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
-71.067877593200279,42.351719671508214,2045,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,S,CHAR,PARK PLAZA,1,,-71.067877,42.351711,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,307,,0CC,CC,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
-71.067955593224966,42.351706671503244,2046,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,S,CHAR,PARK PLAZA,1,,-71.067955,42.351698,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0CC,CC,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
-71.068033593249879,42.3516926714981,2047,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,S,CHAR,PARK PLAZA,1,,-71.068033,42.351684,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0CC,CC,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
-71.068111593274651,42.351679671493144,2048,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,S,CHAR,PARK PLAZA,1,,-71.068111,42.351671,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0CC,CC,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
-71.06818959329955,42.351665671488028,2049,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,S,CHAR,PARK PLAZA,1,,-71.068189,42.351657,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0CC,CC,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
-71.06843359338346,42.351729671492336,2050,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,CHAR,PARK PLAZA,1,,-71.068433,42.351721,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,308,,0CC,CC,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
-71.068503593406078,42.351724671489173,2051,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,CHAR,PARK PLAZA,1,,-71.068503,42.351716,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0CC,CC,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
-71.068582593430989,42.351710671483985,2052,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,CHAR,PARK PLAZA,1,,-71.068582,42.351702,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0CC,CC,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
-71.068660593456116,42.351697671479023,2053,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,CHAR,PARK PLAZA,1,,-71.06866,42.351689,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0CC,CC,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
-71.068738593480674,42.351683671473914,2054,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,CHAR,PARK PLAZA,1,,-71.068738,42.351675,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0CC,CC,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
-71.068816593505673,42.351670671468888,2055,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,CHAR,PARK PLAZA,1,,-71.068816,42.351662,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0CC,CC,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
-71.068894593530459,42.351656671463772,2056,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,CHAR,PARK PLAZA,1,,-71.068894,42.351648,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0CC,CC,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
-71.069489593720064,42.351557671425965,2057,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,HADD,PARK PLAZA,1,,-71.069489,42.351549,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,309,,0CC,CC,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
-71.069588593751618,42.351541671419788,2058,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,HADD,PARK PLAZA,1,,-71.069588,42.351533,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0CC,CC,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
-71.069690593784287,42.351525671413455,2059,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,HADD,PARK PLAZA,1,,-71.06969,42.351517,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0CC,CC,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
-71.069799593848614,42.352017671503532,2060,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,S,ARLI,BOYLSTON ST,1,,-71.069799,42.352009,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,310,,0CC,CC,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
-71.069728593826255,42.352034671509003,2061,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,S,ARLI,BOYLSTON ST,1,,-71.069728,42.352026,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0CC,CC,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
-71.069439593734543,42.352087671528338,2062,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,S,ARLI,BOYLSTON ST,1,,-71.069439,42.352079,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0CC,CC,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
